study_word,thisN,thisTrialN,thisRepN,Studyslider.response,Studyslider.rt,test_word,Reference,old_new,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,StudyText.started,Studyslider.started,trial.stopped,trials.Studyslider.response,trials.Studyslider.rt,test.started,TestText.started,test_textbox.started,submit_text.started,testmouse.started,test.stopped,trials_2.test_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,TestText.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,5,5,0,,,s_up,soup,new,soup,[0.049074074074074076],[-0.30648148148148147],[1],[0],[0],[4.308420500019565],['submit_text'],,,,,0,5,5,29,77.13402989995666,,,,,,,,77.12175269983709,77.13402989995666,77.13402989995666,77.13402989995666,0.0031276000663638115,81.4313616999425,soup,[0.049074074074074076],[-0.30648148148148147],[1],[0],[0],[4.308420500019565],['submit_text'],,0003,001,2025-10-16_11h57.43.122,Word_PrimingExp,2024.2.4,60.066914576854735,2025-10-16 11h58.34.041390 +0530,
,6,6,0,,,p_st_r,poster,old,poster,[0.005555555555555556],[-0.287962962962963],[1],[0],[0],[4.354076300049201],['submit_text'],,,,,0,6,6,9,81.45472309994511,,,,,,,,81.43720979988575,81.45472309994511,81.45472309994511,81.45472309994511,0.005589199950918555,85.79219299997203,poster,[0.005555555555555556],[-0.287962962962963],[1],[0],[0],[4.354076300049201],['submit_text'],,0003,001,2025-10-16_11h57.43.122,Word_PrimingExp,2024.2.4,60.066914576854735,2025-10-16 11h58.34.041390 +0530,
,7,7,0,,,h_n_,hand,new,,[0.005555555555555556],[-0.287962962962963],[1],[0],[0],[5.226259700022638],['submit_text'],,,,,0,7,7,22,85.80772070004605,,,,,,,,85.79539049998857,85.80772070004605,85.80772070004605,85.80772070004605,0.0030555000994354486,91.02247209986672,,[0.005555555555555556],[-0.287962962962963],[1],[0],[0],[5.226259700022638],['submit_text'],,0003,001,2025-10-16_11h57.43.122,Word_PrimingExp,2024.2.4,60.066914576854735,2025-10-16 11h58.34.041390 +0530,
,8,8,0,,,c_s_io_,cushion,old,cushion,[0.005555555555555556],[-0.287962962962963],[1],[0],[0],[3.7409826000221074],['submit_text'],,,,,0,8,8,14,91.03805559989996,,,,,,,,91.02585159987211,91.03805559989996,91.03805559989996,91.03805559989996,0.003242099890485406,94.76759239984676,cushion,[0.005555555555555556],[-0.287962962962963],[1],[0],[0],[3.7409826000221074],['submit_text'],,0003,001,2025-10-16_11h57.43.122,Word_PrimingExp,2024.2.4,60.066914576854735,2025-10-16 11h58.34.041390 +0530,
,9,9,0,,,_ho_e,phone,old,phone,[0.005555555555555556],[-0.287962962962963],[1],[0],[0],[11.868791199987754],['submit_text'],,,,,0,9,9,12,94.78327929996885,,,,,,,,94.77117839991115,94.78327929996885,94.78327929996885,94.78327929996885,0.003456000005826354,106.6407250999473,phone,[0.005555555555555556],[-0.287962962962963],[1],[0],[0],[11.868791199987754],['submit_text'],104.79100709990598,0003,001,2025-10-16_11h57.43.122,Word_PrimingExp,2024.2.4,60.066914576854735,2025-10-16 11h58.34.041390 +0530,
,10,10,0,,,_u_rd,guard,new,,[0.032407407407407406],[-0.2972222222222222],[1],[0],[0],[7.1731547000817955],['submit_text'],,,,,0,10,10,20,106.65648339991458,,,,,,,,106.64416569983587,106.65648339991458,106.65648339991458,106.65648339991458,0.0033036000095307827,113.81812329986133,,[0.032407407407407406],[-0.2972222222222222],[1],[0],[0],[7.1731547000817955],['submit_text'],,0003,001,2025-10-16_11h57.43.122,Word_PrimingExp,2024.2.4,60.066914576854735,2025-10-16 11h58.34.041390 +0530,
,11,11,0,,,t_hi_t,tshirt,old,tshirt,[0.020370370370370372],[-0.287962962962963],[1],[0],[0],[5.94193709990941],['submit_text'],,,,,0,11,11,2,113.83301609987393,,,,,,,,113.82173319999129,113.83301609987393,113.83301609987393,113.83301609987393,0.0034711998887360096,119.76454390003346,tshirt,[0.020370370370370372],[-0.287962962962963],[1],[0],[0],[5.94193709990941],['submit_text'],,0003,001,2025-10-16_11h57.43.122,Word_PrimingExp,2024.2.4,60.066914576854735,2025-10-16 11h58.34.041390 +0530,
,12,12,0,,,_p_le,apple,new,,[0.020370370370370372],[-0.287962962962963],[1],[0],[0],[3.6737145001534373],['submit_text'],,,,,0,12,12,27,119.7786379000172,,,,,,,,119.76837809989229,119.7786379000172,119.7786379000172,119.7786379000172,0.003669199999421835,123.44296199991368,,[0.020370370370370372],[-0.287962962962963],[1],[0],[0],[3.6737145001534373],['submit_text'],,0003,001,2025-10-16_11h57.43.122,Word_PrimingExp,2024.2.4,60.066914576854735,2025-10-16 11h58.34.041390 +0530,
,13,13,0,,,_ha_t,chart,old,,[0.020370370370370372],[-0.28888888888888886],[1],[0],[0],[6.107079700101167],['submit_text'],,,,,0,13,13,1,123.45824939990416,,,,,,,,123.44625349994749,123.45824939990416,123.45824939990416,123.45824939990416,0.0031531001441180706,129.55415089987218,,[0.020370370370370372],[-0.28888888888888886],[1],[0],[0],[6.107079700101167],['submit_text'],,0003,001,2025-10-16_11h57.43.122,Word_PrimingExp,2024.2.4,60.066914576854735,2025-10-16 11h58.34.041390 +0530,
,14,14,0,,,v_s_,vase,new,"vase
",[0.020370370370370372],[-0.28888888888888886],[1],[0],[0],[3.6579078000504524],['submit_text'],,,,,0,14,14,17,129.57052299985662,,,,,,,,129.55916609987617,129.57052299985662,129.57052299985662,129.57052299985662,0.004874000092968345,133.21796229993924,"vase
",[0.020370370370370372],[-0.28888888888888886],[1],[0],[0],[3.6579078000504524],['submit_text'],,0003,001,2025-10-16_11h57.43.122,Word_PrimingExp,2024.2.4,60.066914576854735,2025-10-16 11h58.34.041390 +0530,
,15,15,0,,,ta_l_,table,new,table,[0.020370370370370372],[-0.28888888888888886],[1],[0],[0],[2.7430710999760777],['submit_text'],,,,,0,15,15,15,133.23300060001202,,,,,,,,133.22141120000742,133.23300060001202,133.23300060001202,133.23300060001202,0.0033082999289035797,135.9652527999133,table,[0.020370370370370372],[-0.28888888888888886],[1],[0],[0],[2.7430710999760777],['submit_text'],,0003,001,2025-10-16_11h57.43.122,Word_PrimingExp,2024.2.4,60.066914576854735,2025-10-16 11h58.34.041390 +0530,
,16,16,0,,,k_y_,keys,old,keys,[0.021296296296296296],[-0.29074074074074074],[1],[0],[0],[2.077713100006804],['submit_text'],,,,,0,16,16,8,135.98043560003862,,,,,,,,135.9685509998817,135.98043560003862,135.98043560003862,135.98043560003862,0.0031597998458892107,138.0470797000453,keys,[0.021296296296296296],[-0.29074074074074074],[1],[0],[0],[2.077713100006804],['submit_text'],,0003,001,2025-10-16_11h57.43.122,Word_PrimingExp,2024.2.4,60.066914576854735,2025-10-16 11h58.34.041390 +0530,
,17,17,0,,,p_nc_l,pencil,new,pencil,"[0.075, 0.04537037037037037, 0.5259259259259259]","[-0.20092592592592592, -0.375, 0.08796296296296297]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.3271202000323683, 2.793288200162351, 6.1899979000445455]","[None, None, 'submit_text']",,,,,0,17,17,16,138.0622233999893,,,,,,,,138.0503819999285,138.0622233999893,138.0622233999893,138.0622233999893,0.0031667998991906643,144.2411755998619,pencil,"[0.075, 0.04537037037037037, 0.5259259259259259]","[-0.20092592592592592, -0.375, 0.08796296296296297]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.3271202000323683, 2.793288200162351, 6.1899979000445455]","[None, None, 'submit_text']",,0003,001,2025-10-16_11h57.43.122,Word_PrimingExp,2024.2.4,60.066914576854735,2025-10-16 11h58.34.041390 +0530,
,18,18,0,,,bo_t_e,bottle ,new,bottle,[0.5666666666666667],[0.11481481481481481],[1],[0],[0],[6.573168499860913],['submit_text'],,,,,0,18,18,18,144.25658149993978,,,,,,,,144.24465449992567,144.25658149993978,144.25658149993978,144.25658149993978,0.0032883998937904835,150.81860779994167,bottle,[0.5666666666666667],[0.11481481481481481],[1],[0],[0],[6.573168499860913],['submit_text'],,0003,001,2025-10-16_11h57.43.122,Word_PrimingExp,2024.2.4,60.066914576854735,2025-10-16 11h58.34.041390 +0530,
,19,19,0,,,_r_i_e,cruise,old,,[0.5777777777777777],[0.11481481481481481],[1],[0],[0],[4.20965089998208],['submit_text'],,,,,0,19,19,6,150.83428459987044,,,,,,,,150.82179269986227,150.83428459987044,150.83428459987044,150.83428459987044,0.0030315001495182514,155.03234349982813,,[0.5777777777777777],[0.11481481481481481],[1],[0],[0],[4.20965089998208],['submit_text'],,0003,001,2025-10-16_11h57.43.122,Word_PrimingExp,2024.2.4,60.066914576854735,2025-10-16 11h58.34.041390 +0530,
,20,20,0,,,_a_bl_,marble,old,,[0.5777777777777777],[0.11481481481481481],[1],[0],[0],[3.924964000005275],['submit_text'],,,,,0,20,20,11,155.04710169997998,,,,,,,,155.0359185000416,155.04710169997998,155.04710169997998,155.04710169997998,0.0034100001212209463,158.96167599991895,,[0.5777777777777777],[0.11481481481481481],[1],[0],[0],[3.924964000005275],['submit_text'],,0003,001,2025-10-16_11h57.43.122,Word_PrimingExp,2024.2.4,60.066914576854735,2025-10-16 11h58.34.041390 +0530,
,21,21,0,,,c_s_,case,old,case,[0.5777777777777777],[0.11481481481481481],[1],[0],[0],[1.960765999974683],['submit_text'],,,,,0,21,21,5,158.97725909994915,,,,,,,,158.9648974998854,158.97725909994915,158.97725909994915,158.97725909994915,0.0030837999656796455,160.92649589991197,case,[0.5777777777777777],[0.11481481481481481],[1],[0],[0],[1.960765999974683],['submit_text'],,0003,001,2025-10-16_11h57.43.122,Word_PrimingExp,2024.2.4,60.066914576854735,2025-10-16 11h58.34.041390 +0530,
,22,22,0,,,P_s_r_,pastry,old,,[0.5777777777777777],[0.11481481481481481],[1],[0],[0],[7.42049130005762],['submit_text'],,,,,0,22,22,4,160.94267909997143,,,,,,,,160.93253859994002,160.94267909997143,160.94267909997143,160.94267909997143,0.005902699893340468,168.35384839982726,,[0.5777777777777777],[0.11481481481481481],[1],[0],[0],[7.42049130005762],['submit_text'],,0003,001,2025-10-16_11h57.43.122,Word_PrimingExp,2024.2.4,60.066914576854735,2025-10-16 11h58.34.041390 +0530,
,23,23,0,,,_lo_e,glove,new,glove,[0.5777777777777777],[0.11481481481481481],[1],[0],[0],[3.3425093998666853],['submit_text'],,,,,0,23,23,26,168.36922560003586,,,,,,,,168.3577906000428,168.36922560003586,168.36922560003586,168.36922560003586,0.003793400013819337,171.70113299996592,glove,[0.5777777777777777],[0.11481481481481481],[1],[0],[0],[3.3425093998666853],['submit_text'],,0003,001,2025-10-16_11h57.43.122,Word_PrimingExp,2024.2.4,60.066914576854735,2025-10-16 11h58.34.041390 +0530,
,24,24,0,,,v_h_c_e,vehicle,new,,[0.5777777777777777],[0.11481481481481481],[1],[0],[0],[3.6419996998738497],['submit_text'],,,,,0,24,24,25,171.7161887998227,,,,,,,,171.70470550004393,171.7161887998227,171.7161887998227,171.7161887998227,0.0034282999113202095,175.34752970002592,,[0.5777777777777777],[0.11481481481481481],[1],[0],[0],[3.6419996998738497],['submit_text'],,0003,001,2025-10-16_11h57.43.122,Word_PrimingExp,2024.2.4,60.066914576854735,2025-10-16 11h58.34.041390 +0530,
,25,25,0,,,_oo_,book,old,book,"[0.5351851851851852, 0.49166666666666664]","[0.14444444444444443, 0.11481481481481481]","[1, 1]","[0, 0]","[0, 0]","[3.4445642000064254, 4.52574810013175]","[None, 'submit_text']",,,,,0,25,25,13,175.36295540002175,,,,,,,,175.35050809988752,175.36295540002175,175.36295540002175,175.36295540002175,0.002838699845597148,179.87714829994366,book,"[0.5351851851851852, 0.49166666666666664]","[0.14444444444444443, 0.11481481481481481]","[1, 1]","[0, 0]","[0, 0]","[3.4445642000064254, 4.52574810013175]","[None, 'submit_text']",,0003,001,2025-10-16_11h57.43.122,Word_PrimingExp,2024.2.4,60.066914576854735,2025-10-16 11h58.34.041390 +0530,
,26,26,0,,,l_pt_p,laptop,old,laptop,[0.49166666666666664],[0.11481481481481481],[1],[0],[0],[3.092988400021568],['submit_text'],,,,,0,26,26,0,179.8922983999364,,,,,,,,179.88074359996244,179.8922983999364,179.8922983999364,179.8922983999364,0.0034328000620007515,182.97460570000112,laptop,[0.49166666666666664],[0.11481481481481481],[1],[0],[0],[3.092988400021568],['submit_text'],,0003,001,2025-10-16_11h57.43.122,Word_PrimingExp,2024.2.4,60.066914576854735,2025-10-16 11h58.34.041390 +0530,
,27,27,0,,,k_i_e,knife,new,,[0.5101851851851852],[0.06759259259259259],[1],[0],[0],[6.190694400109351],['submit_text'],,,,,0,27,27,28,182.98972649988718,,,,,,,,182.97810619999655,182.98972649988718,182.98972649988718,182.98972649988718,0.0033956998959183693,189.16976889991201,,[0.5101851851851852],[0.06759259259259259],[1],[0],[0],[6.190694400109351],['submit_text'],,0003,001,2025-10-16_11h57.43.122,Word_PrimingExp,2024.2.4,60.066914576854735,2025-10-16 11h58.34.041390 +0530,
,28,28,0,,,p_r_l_,purple,new,,[0.5212962962962963],[0.053703703703703705],[1],[0],[0],[6.955745899816975],['submit_text'],,,,,0,28,28,24,189.1853584998753,,,,,,,,189.17322309990413,189.1853584998753,189.1853584998753,189.1853584998753,0.003318999893963337,196.1298791000154,,[0.5212962962962963],[0.053703703703703705],[1],[0],[0],[6.955745899816975],['submit_text'],,0003,001,2025-10-16_11h57.43.122,Word_PrimingExp,2024.2.4,60.066914576854735,2025-10-16 11h58.34.041390 +0530,
,29,29,0,,,c_m_ra,camera,new,camera,[0.5259259259259259],[0.06481481481481481],[1],[0],[0],[3.4755031000822783],['submit_text'],,,,,0,29,29,19,196.14523559994996,,,,,,,,196.1336017998401,196.14523559994996,196.14523559994996,196.14523559994996,0.0035792000126093626,199.61001319997013,camera,[0.5259259259259259],[0.06481481481481481],[1],[0],[0],[3.4755031000822783],['submit_text'],,0003,001,2025-10-16_11h57.43.122,Word_PrimingExp,2024.2.4,60.066914576854735,2025-10-16 11h58.34.041390 +0530,
