21.6306 	INFO 	Loaded monitor calibration from ['2025_02_12 09:50']
21.6471 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
24.1684 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000231E1DD8670>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000231E1DD86D0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000231E1E91840>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
24.1686 	EXP 	window1: backgroundImage = ''
24.1686 	EXP 	window1: backgroundFit = 'none'
24.3852 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
24.3853 	EXP 	window1: recordFrameIntervals = False
24.5491 	EXP 	window1: recordFrameIntervals = True
24.7323 	EXP 	Screen (0) actual frame rate measured at 60.11Hz
24.7323 	EXP 	window1: recordFrameIntervals = False
24.8772 	INFO 	keyboard.Keyboard is using ptb backend.
24.8775 	INFO 	keyboard.Keyboard is using ptb backend.
24.8776 	INFO 	keyboard.Keyboard is using ptb backend.
24.8777 	INFO 	keyboard.Keyboard is using ptb backend.
24.8777 	INFO 	keyboard.Keyboard is using ptb backend.
24.8778 	INFO 	keyboard.Keyboard is using ptb backend.
24.8779 	INFO 	keyboard.Keyboard is using ptb backend.
24.8780 	EXP 	Action Priming Exp: status = STARTED
