28.5085 	INFO 	Loaded monitor calibration from ['2025_02_12 09:50']
28.5215 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
31.1961 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000020ACFA57AC0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000020ACFA57B20>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000020ACFAED180>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
31.1962 	EXP 	window1: backgroundImage = ''
31.1962 	EXP 	window1: backgroundFit = 'none'
31.4126 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
31.4126 	EXP 	window1: recordFrameIntervals = False
31.5676 	EXP 	window1: recordFrameIntervals = True
31.7513 	EXP 	Screen (0) actual frame rate measured at 59.93Hz
31.7514 	EXP 	window1: recordFrameIntervals = False
37.1911 	INFO 	keyboard.Keyboard is using iohub backend.
37.1913 	INFO 	keyboard.Keyboard is using iohub backend.
37.1913 	EXP 	Motor Seq Learning main code: status = STARTED
37.1991 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=True, fillColor=array([0.0039, 0.0039, 0.0039]), fillColorSpace='rgb', fillRGB=array([0.0039, 0.0039, 0.0039]), interpolate=True, lineColor=array([0.0039, 0.0039, 0.0039]), lineColorSpace='rgb', lineRGB=array([0.0039, 0.0039, 0.0039]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
