study_word,thisN,thisTrialN,thisRepN,Studyslider.response,Studyslider.rt,test_word,Reference,old_new,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,StudyText.started,Studyslider.started,trial.stopped,trials.Studyslider.response,trials.Studyslider.rt,test.started,TestText.started,test_textbox.started,submit_text.started,testmouse.started,test.stopped,trials_2.test_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,TestText.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
marble,10,10,0,1.1666666666666667,0.43015490006655455,,,,,,,,,,,,0,10,10,3,,,,,23.344137400155887,,23.332726299995556,23.344137400155887,23.344137400155887,23.778533700155094,1.1666666666666667,0.43015490006655455,,,,,,,,,,,,,,,,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
cushion,11,11,0,1.1666666666666667,0.5770714001264423,,,,,,,,,,,,0,11,11,1,,,,,23.797335900133476,,23.785067800199613,23.797335900133476,23.797335900133476,24.377869500080124,1.1666666666666667,0.5770714001264423,,,,,,,,,,,,,,,,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
pastry,12,12,0,1.1703703703703703,0.8128457001876086,,,,,,,,,,,,0,12,12,9,,,,,24.39326660009101,,24.382414299994707,24.39326660009101,24.39326660009101,25.210870600072667,1.1703703703703703,0.8128457001876086,,,,,,,,,,,,,,,,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
phone,13,13,0,1.1703703703703703,0.5465177001897246,,,,,,,,,,,,0,13,13,2,,,,,25.225978499976918,,25.214331400115043,25.225978499976918,25.225978499976918,25.777247000019997,1.1703703703703703,0.5465177001897246,,,,,,,,,,,,,,,,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
book,14,14,0,1.1703703703703703,0.46311410004273057,,,,,,,,,,,,0,14,14,0,,,,,25.792372500058264,,25.780970300082117,25.792372500058264,25.792372500058264,26.26023340015672,1.1703703703703703,0.46311410004273057,,,,,,,,,,,,,,,,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,0,0,0,,,p_li_e,police,old,police,[0.05648148148148148],[-0.30185185185185187],[1],[0],[0],[4.461140499915928],['submit_text'],,,,,0,0,0,7,26.29711710009724,,,,,,,,26.277482300065458,26.29711710009724,26.29711710009724,26.29711710009724,0.017250899923965335,30.739458800060675,police,[0.05648148148148148],[-0.30185185185185187],[1],[0],[0],[4.461140499915928],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,1,1,0,,,_oo_,book,old,book,[0.05648148148148148],[-0.30185185185185187],[1],[0],[0],[2.960254600038752],['submit_text'],,,,,0,1,1,13,30.75469020009041,,,,,,,,30.74245520005934,30.75469020009041,30.75469020009041,30.75469020009041,0.0028110998682677746,33.703529600054026,book,[0.05648148148148148],[-0.30185185185185187],[1],[0],[0],[2.960254600038752],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,2,2,0,,,c_s_io_,cushion,old,cushion,[0.05648148148148148],[-0.3037037037037037],[1],[0],[0],[8.356108200037852],['submit_text'],,,,,0,2,2,14,33.71872100001201,,,,,,,,33.7067635001149,33.71872100001201,33.71872100001201,33.71872100001201,0.003092499915510416,42.06361890002154,cushion,[0.05648148148148148],[-0.3037037037037037],[1],[0],[0],[8.356108200037852],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,3,3,0,,,h_n_,hand,new,,[0.05648148148148148],[-0.3037037037037037],[1],[0],[0],[4.108449500054121],['submit_text'],,,,,0,3,3,22,42.07807960011996,,,,,,,,42.06687150010839,42.07807960011996,42.07807960011996,42.07807960011996,0.0031167000997811556,46.176182500086725,,[0.05648148148148148],[-0.3037037037037037],[1],[0],[0],[4.108449500054121],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,4,4,0,,,_eh_c_e,vehicle,new,,[0.05648148148148148],[-0.3037037037037037],[1],[0],[0],[5.657158499816433],['submit_text'],,,,,0,4,4,25,46.19196530012414,,,,,,,,46.18010890018195,46.19196530012414,46.19196530012414,46.19196530012414,0.0037547999527305365,51.83801730000414,,[0.05648148148148148],[-0.3037037037037037],[1],[0],[0],[5.657158499816433],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,5,5,0,,,_r_i_e,cruise,old,,[0.05648148148148148],[-0.3037037037037037],[1],[0],[0],[5.091053300071508],['submit_text'],,,,,0,5,5,6,51.8528299999889,,,,,,,,51.841193300206214,51.8528299999889,51.8528299999889,51.8528299999889,0.003034300170838833,56.93303170008585,,[0.05648148148148148],[-0.3037037037037037],[1],[0],[0],[5.091053300071508],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,6,6,0,,,bo_t_e,bottle ,new,bottle,[0.05648148148148148],[-0.3037037037037037],[1],[0],[0],[2.6602344000712037],['submit_text'],,,,,0,6,6,18,56.94870190019719,,,,,,,,56.93639970012009,56.94870190019719,56.94870190019719,56.94870190019719,0.003213499905541539,59.59746030019596,bottle,[0.05648148148148148],[-0.3037037037037037],[1],[0],[0],[2.6602344000712037],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,7,7,0,,,_o_rd,board,old,board,[0.05648148148148148],[-0.3037037037037037],[1],[0],[0],[3.1599542999174446],['submit_text'],,,,,0,7,7,10,59.61275440012105,,,,,,,,59.60096579999663,59.61275440012105,59.61275440012105,59.61275440012105,0.0033677001483738422,62.76171670015901,board,[0.05648148148148148],[-0.3037037037037037],[1],[0],[0],[3.1599542999174446],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,8,8,0,,,_lo_e,glove,new,glove,[0.05648148148148148],[-0.3037037037037037],[1],[0],[0],[4.041387000121176],['submit_text'],,,,,0,8,8,26,62.77676610019989,,,,,,,,62.76556000020355,62.77676610019989,62.77676610019989,62.77676610019989,0.0036637999583035707,66.80770900007337,glove,[0.05648148148148148],[-0.3037037037037037],[1],[0],[0],[4.041387000121176],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,9,9,0,,,c_s_,case,old,case,[0.05648148148148148],[-0.3037037037037037],[1],[0],[0],[2.0602988998871297],['submit_text'],,,,,0,9,9,5,66.82324860012159,,,,,,,,66.81121290009469,66.82324860012159,66.82324860012159,66.82324860012159,0.0033789000008255243,68.87227350007743,case,[0.05648148148148148],[-0.3037037037037037],[1],[0],[0],[2.0602988998871297],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,10,10,0,,,_o_se,mouse,old,horse,[0.05648148148148148],[-0.3037037037037037],[1],[0],[0],[9.105168200097978],['submit_text'],,,,,0,10,10,3,68.88787179999053,,,,,,,,68.87586140003987,68.88787179999053,68.88787179999053,68.88787179999053,0.0034656000789254904,77.98179870005697,horse,[0.05648148148148148],[-0.3037037037037037],[1],[0],[0],[9.105168200097978],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,11,11,0,,,p_st_r,poster,old,poster,[0.05648148148148148],[-0.3037037037037037],[1],[0],[0],[2.677158100064844],['submit_text'],,,,,0,11,11,9,77.99683500011452,,,,,,,,77.9851916001644,77.99683500011452,77.99683500011452,77.99683500011452,0.0032363999634981155,80.66320150019601,poster,[0.05648148148148148],[-0.3037037037037037],[1],[0],[0],[2.677158100064844],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,12,12,0,,,s_up,soup,new,soup,[0.05648148148148148],[-0.3037037037037037],[1],[0],[0],[4.774630600120872],['submit_text'],,,,,0,12,12,29,80.6776770001743,,,,,,,,80.66616870020516,80.6776770001743,80.6776770001743,80.6776770001743,0.002821899950504303,85.4415760000702,soup,[0.05648148148148148],[-0.3037037037037037],[1],[0],[0],[4.774630600120872],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,13,13,0,,,l_pt_p,laptop,old,laptop,[0.05648148148148148],[-0.3037037037037037],[1],[0],[0],[2.960155599983409],['submit_text'],,,,,0,13,13,0,85.45691639999859,,,,,,,,85.44497170019895,85.45691639999859,85.45691639999859,85.45691639999859,0.0032544999849051237,88.40591450012289,laptop,[0.05648148148148148],[-0.3037037037037037],[1],[0],[0],[2.960155599983409],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,14,14,0,,,c_m_ra,camera,new,camera,[0.05740740740740741],[-0.30185185185185187],[1],[0],[0],[2.8112377000506967],['submit_text'],,,,,0,14,14,19,88.42107470007613,,,,,,,,88.40918459999375,88.42107470007613,88.42107470007613,88.42107470007613,0.003117100102826953,91.22119840001687,camera,[0.05740740740740741],[-0.30185185185185187],[1],[0],[0],[2.8112377000506967],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,15,15,0,,,o_ra_g_,orange,new,,[0.05740740740740741],[-0.30185185185185187],[1],[0],[0],[4.788201499963179],['submit_text'],,,,,0,15,15,23,91.23857570020482,,,,,,,,91.22721550008282,91.23857570020482,91.23857570020482,91.23857570020482,0.005868399981409311,96.01636490016244,,[0.05740740740740741],[-0.30185185185185187],[1],[0],[0],[4.788201499963179],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,16,16,0,,,k_y_,keys,old,keys,[0.05740740740740741],[-0.30185185185185187],[1],[0],[0],[2.425984499976039],['submit_text'],,,,,0,16,16,8,96.03310500015505,,,,,,,,96.02083589998074,96.03310500015505,96.03310500015505,96.03310500015505,0.004212900064885616,98.4476046001073,keys,[0.05740740740740741],[-0.30185185185185187],[1],[0],[0],[2.425984499976039],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,17,17,0,,,_u_rd,guard,new,,[0.062037037037037036],[-0.29907407407407405],[1],[0],[0],[8.221351399784908],['submit_text'],,,,,0,17,17,20,98.46269000018947,,,,,,,,98.45085140014999,98.46269000018947,98.46269000018947,98.46269000018947,0.003108099801465869,106.67326150019653,,[0.062037037037037036],[-0.29907407407407405],[1],[0],[0],[8.221351399784908],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,18,18,0,,,ta_l_,table,new,table,[0.06296296296296296],[-0.29907407407407405],[1],[0],[0],[3.289827900007367],['submit_text'],,,,,0,18,18,15,106.69706540019251,,,,,,,,106.67931180004962,106.69706540019251,106.69706540019251,106.69706540019251,0.005742300068959594,109.97031810018234,table,[0.06296296296296296],[-0.29907407407407405],[1],[0],[0],[3.289827900007367],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,19,19,0,,,v_s_,vase,new,vase,[0.06296296296296296],[-0.29907407407407405],[1],[0],[0],[2.5378113000188023],['submit_text'],,,,,0,19,19,17,109.99763260013424,,,,,,,,109.97949640010484,109.99763260013424,109.99763260013424,109.99763260013424,0.008875099942088127,112.51830250001512,vase,[0.06296296296296296],[-0.29907407407407405],[1],[0],[0],[2.5378113000188023],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,20,20,0,,,_ho_e,phone,old,,[0.06296296296296296],[-0.29907407407407405],[1],[0],[0],[7.588855999987572],['submit_text'],,,,,0,20,20,12,112.53342210012488,,,,,,,,112.52185550006106,112.53342210012488,112.53342210012488,112.53342210012488,0.0033885000739246607,120.11159400013275,,[0.06296296296296296],[-0.29907407407407405],[1],[0],[0],[7.588855999987572],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,21,21,0,,,p_r_l_,purple,new,parole,[0.06296296296296296],[-0.29907407407407405],[1],[0],[0],[5.956432299921289],['submit_text'],,,,,0,21,21,24,120.1265759000089,,,,,,,,120.11531420005485,120.1265759000089,120.1265759000089,120.1265759000089,0.0035749999806284904,126.07254650001414,parole,[0.06296296296296296],[-0.29907407407407405],[1],[0],[0],[5.956432299921289],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,22,22,0,,,k_i_e,knife,new,,[0.06296296296296296],[-0.29907407407407405],[1],[0],[0],[10.103742400184274],['submit_text'],,,,,0,22,22,28,126.08808300015517,,,,,,,,126.07631090003997,126.08808300015517,126.08808300015517,126.08808300015517,0.0036227998789399862,136.1809923001565,,[0.06296296296296296],[-0.29907407407407405],[1],[0],[0],[10.103742400184274],['submit_text'],136.09589300001971,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,23,23,0,,,_ha_t,chart,old,,[0.06296296296296296],[-0.29907407407407405],[1],[0],[0],[8.122351000085473],['submit_text'],,,,,0,23,23,1,136.19682140019722,,,,,,,,136.18464280012995,136.19682140019722,136.19682140019722,136.19682140019722,0.0034807000774890184,144.3078427000437,,[0.06296296296296296],[-0.29907407407407405],[1],[0],[0],[8.122351000085473],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,24,24,0,,,s_ra_g_t,straight,new,straight,[0.06296296296296296],[-0.29907407407407405],[1],[0],[0],[3.8748538000509143],['submit_text'],,,,,0,24,24,21,144.32334020012058,,,,,,,,144.3112532000523,144.32334020012058,144.32334020012058,144.32334020012058,0.003274599788710475,148.1869202000089,straight,[0.06296296296296296],[-0.29907407407407405],[1],[0],[0],[3.8748538000509143],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,25,25,0,,,t_hi_t,tshirt,old,tshirt,[0.06296296296296296],[-0.29907407407407405],[1],[0],[0],[3.409205300034955],['submit_text'],,,,,0,25,25,2,148.2024531001225,,,,,,,,148.19049810012802,148.2024531001225,148.2024531001225,148.2024531001225,0.0034407000057399273,151.60050840000622,tshirt,[0.06296296296296296],[-0.29907407407407405],[1],[0],[0],[3.409205300034955],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,26,26,0,,,P_s_r_,pastry,old,,[0.06296296296296296],[-0.29907407407407405],[1],[0],[0],[5.422071899985895],['submit_text'],,,,,0,26,26,4,151.61753830011003,,,,,,,,151.60643320018426,151.61753830011003,151.61753830011003,151.61753830011003,0.005782600026577711,157.0293782001827,,[0.06296296296296296],[-0.29907407407407405],[1],[0],[0],[5.422071899985895],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,27,27,0,,,_a_bl_,marble,old,,[0.06296296296296296],[-0.29907407407407405],[1],[0],[0],[2.809695700183511],['submit_text'],,,,,0,27,27,11,157.04429720016196,,,,,,,,157.0325700000394,157.04429720016196,157.04429720016196,157.04429720016196,0.003056099871173501,159.84305790020153,,[0.06296296296296296],[-0.29907407407407405],[1],[0],[0],[2.809695700183511],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,28,28,0,,,_p_le,apple,new,apple,[0.06296296296296296],[-0.29907407407407405],[1],[0],[0],[2.809839499881491],['submit_text'],,,,,0,28,28,27,159.85853610001504,,,,,,,,159.84664970007725,159.85853610001504,159.85853610001504,159.85853610001504,0.003456499893218279,162.65730860014446,apple,[0.06296296296296296],[-0.29907407407407405],[1],[0],[0],[2.809839499881491],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
,29,29,0,,,p_nc_l,pencil,new,pencil,[0.06296296296296296],[-0.29907407407407405],[1],[0],[0],[3.226778300013393],['submit_text'],,,,,0,29,29,16,162.67290870007128,,,,,,,,162.66083680000156,162.67290870007128,162.67290870007128,162.67290870007128,0.0033810001332312822,165.88842960004695,pencil,[0.06296296296296296],[-0.29907407407407405],[1],[0],[0],[3.226778300013393],['submit_text'],,0001,001,2025-10-16_11h35.30.775,Word_PrimingExp,2024.2.4,59.9085436601273,2025-10-16 11h35.44.538096 +0530,
